,SizeRank_x,unemployment_rate_x,MORTGAGE30US_x,Avg Income_x,Prediction,Actual,ZIP
35460,2319,3.1,3.85,69097.63313609468,239948.7123003704,218814.4167,3104
29634,1344,9.1,4.17,48475.409836065584,151977.12852600013,144516.6667,37601
38444,8418,5.8,3.85,54822.83464566929,158422.85458878195,153991.6667,29670
54130,8214,4.2,3.65,61935.318275154,192269.90842647798,186470.8333,63390
27014,10473,4.6,4.17,130000.0,974582.829415,949875.0,20117
20612,4172,8.2,3.98,43163.05469556244,142558.55072167824,140416.6667,42718
37300,5571,4.2,3.85,82148.05825242719,284668.33188487246,299662.5,21158
33001,4817,5.0,4.17,168285.12396694216,444953.17838440236,296239.1667,77345
19328,2259,8.3,3.98,50535.4505169867,146779.91456473738,126641.6667,31602
4821,7010,6.0,4.45,61632.12629058808,188395.45537946362,177924.1667,54636
48666,317,3.9,3.65,41561.33443845835,165534.9367840315,165587.5,23223
33209,32,4.1,4.17,96659.85997666276,328007.69252700254,329209.6667,78613
40167,7025,4.1,3.85,46955.37065052951,133076.59642819042,124618.75,39272
56349,125,4.6,3.65,42913.33959605449,233443.06769253995,254175.0,85281
39454,7097,6.0,3.85,66379.31034482758,224389.91460853734,219094.4583,33947
12990,8921,8.8,3.66,45944.940476190466,133491.24629188207,134475.0,54982
55744,3392,3.2,3.65,56501.677852348985,260282.22680984464,271640.7917,78728
25071,4047,8.3,3.98,43869.1073219659,153734.6009022379,150414.5417,98405
56532,7651,8.4,3.65,50270.13752455796,280643.6296254711,356195.8333,87571
32295,2979,2.8,4.17,60045.90395480226,137228.94722564938,136437.5,68701
42532,334,6.1,3.85,57792.386906951084,141875.6937021009,129028.7083,63123
39811,8201,6.0,3.85,48842.59259259259,110597.0819204204,102000.0,36467
23153,1956,5.4,3.98,79002.49722530521,213438.80890094573,190190.8333,76210
30968,7279,3.3,4.17,165593.0034129693,398672.06755839736,377770.8333,50323
1257,5172,8.7,4.45,60691.372211050475,131178.888314546,115316.6667,15905
22022,1555,9.6,3.98,74459.3945218645,208653.7549390036,189616.6667,60193
43262,6050,4.1,3.85,39564.80304955528,113262.68043712733,99449.95833,74129
21463,1635,5.5,3.98,84512.0320855615,237816.53274822838,210395.8333,53051
46686,4323,4.2,3.65,82721.51898734178,423872.55780429975,472791.625,7010
16163,1444,5.5,3.98,74160.40394551432,311066.24178550206,355929.5833,1801
31571,2181,5.8,4.17,95662.51830161054,269978.75464587525,250233.3333,60103
53382,711,3.2,3.65,58629.41176470588,212901.00605748888,205795.8333,56001
17412,8978,7.0,3.98,63845.693779904315,155296.8782797952,133641.5833,15085
15664,351,8.7,3.66,131532.9218106996,611957.3106702,603823.75,94568
23666,7502,10.7,3.98,58767.77251184834,281190.12229474686,326041.6667,81201
45271,1400,5.6,3.85,36355.657574939236,303998.3071620733,356594.7917,93033
4293,7776,9.9,4.45,79383.56164383562,219459.89008126032,192539.5833,46163
7307,4241,9.1,4.45,161549.57639287764,731355.6472742028,696803.2917,92679
21638,6317,7.5,3.98,51635.51401869159,145466.77224226706,133004.1667,54868
49061,7414,4.3,3.65,61662.47906197656,193278.4998459985,192024.5833,27522
45856,1652,4.7,3.85,77489.49027850763,336534.23212884675,389424.5833,98036
53100,7168,3.6,3.65,50281.803542673115,91777.37422697511,77616.625,54409
3485,5589,10.8,4.45,61600.815024805095,171607.52110991272,148791.6667,36693
36427,9216,4.3,3.85,91821.80851063832,303208.14022113435,296339.7083,12009
31764,6159,7.6,4.17,123676.17107942974,363120.22551418113,338622.75,60585
19498,3057,7.4,3.98,47760.290556900734,146657.0850658894,147200.0,32720
52347,6852,3.6,3.65,56008.58369098712,117044.5809982614,103441.6667,46714
41542,2408,3.2,3.85,79051.2048192771,283746.88781103276,220450.0,53719
45179,572,6.7,3.85,73475.72629969419,332566.0514123865,369747.9167,92563
52272,4254,3.5,3.65,64928.68157286045,161582.22158919155,158362.5,46234
6577,1758,8.0,4.45,63572.49369121357,214686.20166453547,213450.0,80227
22119,2678,8.7,3.98,86477.66821345707,269313.23152912373,231701.25,60543
55863,144,3.1,3.65,60118.38440111421,305365.9234841985,303359.3333,80013
652,6498,10.4,4.45,86891.57945972256,607759.4715933959,799637.5,8008
30930,5212,9.5,4.17,45949.331848552334,128107.79732844817,108712.5,49783
54315,5816,3.8,3.65,56473.747016706446,156512.0163090619,148358.3333,65738
8569,9696,15.4,3.66,87394.06779661016,592180.8923558027,649770.4167,8243
23514,1388,3.7,3.98,101757.33496332518,289710.8004773149,261804.1667,79705
11840,8148,9.5,3.66,59685.23002421307,126703.87277159671,104008.3333,39567
32503,3007,6.0,4.17,49227.150537634414,135118.54536914072,127116.5833,72601
53035,8890,3.9,3.65,50422.07792207792,139477.67611260567,133320.8333,53821
18518,4630,7.1,3.98,50705.1282051282,153736.17473856735,159016.6667,27597
657,5909,8.7,4.45,48530.01963418415,158640.11427098658,171108.2917,8015
54820,4929,4.0,3.65,74414.43594646272,248093.19124517732,223509.1667,73064
55224,3469,4.7,3.65,96420.53973013491,280859.09658442036,260831.25,76087
14211,3516,6.2,3.66,109222.91993720565,309432.97820016794,296791.1111,75032
24391,1960,7.8,3.98,57289.674952198846,366693.0417723511,441754.1667,92084
44578,4217,5.5,3.85,69306.58627087198,207076.65244646915,191385.0,85629
40039,6088,4.7,3.85,59187.15846994535,177664.2595241162,170366.6667,37909
44308,2067,4.0,3.85,53669.7247706422,157365.50160914805,126508.3333,83201
31674,5269,7.5,4.17,57106.41399416909,148433.9122619965,129841.6667,60443
28588,2051,7.3,4.17,48412.18405703176,130848.0358625331,126845.8333,30701
2140,462,8.1,4.45,130469.0035702694,395246.9262006341,353246.25,27519
4150,3655,9.3,4.45,46223.895582329314,121977.78211027707,103625.0,44663
46832,8909,4.5,3.65,179832.995951417,931473.3436527976,1102416.667,7722
18858,5855,5.9,3.98,55454.815695600475,208307.5643100428,236166.6667,29410
18827,9232,6.9,3.98,56537.10247349824,238217.11179635493,257341.6667,29130
8737,1455,9.8,3.66,57599.83127109111,359285.5476053417,453750.0,11205
12422,5465,9.1,3.66,41046.45354645354,94383.74613581014,75491.66667,46323
29668,5668,7.3,4.17,48348.745046235126,140988.67871675175,131695.8333,37745
45858,3118,4.3,3.85,111435.99740090966,377188.1291358355,373129.5833,98038
42334,9846,5.2,3.85,57390.873015873025,91003.32467555943,82166.66667,60957
12863,8421,6.7,3.66,75881.74273858921,229388.1398170132,213279.1667,53572
38948,8248,7.5,3.85,102142.85714285713,301560.86285134894,251820.8333,31820
28249,1226,6.5,4.17,83487.47865680138,235214.37688664606,192485.3333,29803
19148,1421,5.9,3.98,77183.07943416758,261890.82619829034,259916.6667,30506
9947,5539,6.0,3.66,95684.35754189943,252501.3429878583,206791.6667,24503
37105,5972,4.7,3.85,48845.108695652176,168500.64241045504,177516.6667,19804
3970,4035,8.4,4.45,136094.09399827698,327571.6278090026,289895.4167,43054
56487,7313,5.2,3.65,64663.461538461524,226830.1976492692,233666.6667,87015
40872,3829,3.4,3.85,85050.30621172354,263050.7402198813,244635.0,46240
37749,9896,6.5,3.85,44534.88372093024,167010.60203245273,167645.8333,24368
24304,2406,9.8,3.98,74173.41430499325,511195.42781506997,651187.4583,91607
17916,2915,5.7,3.98,85067.52608962552,357264.505619057,412139.1667,21144
42661,8430,6.6,3.85,62834.82142857143,199039.86280218358,190945.8333,65065
42984,3663,6.0,3.85,74822.62103505843,238536.0448793975,228891.6667,70791
57826,6046,4.3,3.65,88657.69712140175,393713.3245136006,397274.7917,98282
1576,7549,6.5,4.45,102130.94724737674,387113.8630591127,425469.6667,20639
40497,498,4.1,3.85,36592.74193548386,135554.96870767034,116395.8333,43229
16104,8730,8.7,3.98,58191.747572815526,190942.89153848682,178920.8333,1069
21460,5674,5.5,3.98,104008.98770104068,311250.5323934199,265698.375,53005
34035,1240,8.3,4.17,38330.84789092458,318903.2460820799,317125.0,90047
57798,4811,3.9,3.65,65972.22222222223,346492.22286257637,365330.25,98178
49218,4434,5.6,3.65,49790.6976744186,171567.98343959945,175839.75,28147
53337,3824,3.3,3.65,87611.02886750555,252153.58363325146,247199.7917,55417
26439,9626,6.6,4.17,66879.25170068027,229389.25516530877,237641.5833,12721
51693,3047,8.0,3.65,47472.29916897507,142337.58687546325,136541.25,40701
50249,5267,4.5,3.65,75039.93610223643,238186.7365559457,223995.7917,32311
14021,2303,8.5,3.66,56532.76131045242,154530.96193654332,155583.3333,72143
37104,5115,4.7,3.85,131079.85480943738,397986.46869649284,325649.9167,19803
36709,5085,5.0,3.85,48724.760892667386,120422.81014636422,78104.16667,15120
31124,10520,6.2,4.17,46818.181818181816,157009.24052699987,118299.9583,54149
3642,8682,10.5,4.45,46934.79355488419,147888.59478564453,140233.3333,37877
37746,5669,5.9,3.85,43320.741758241755,136230.72779217438,126791.6667,24333
40842,7776,5.1,3.85,91094.77124183008,231103.0752731426,196361.6667,46163
46417,9419,2.9,3.65,51923.07692307692,180655.45344890555,185462.5,4009
39351,4742,6.3,3.85,114551.52671755725,348310.43185683934,324984.4167,33547
18289,2746,5.7,3.98,54860.088365243006,169583.48362253487,171589.5417,24073
35710,8927,6.2,3.85,172629.79683972913,465787.4522944025,423162.4167,6525
40125,6586,8.7,3.85,47236.456808199124,142514.65158711874,138708.3333,38606
11360,2363,9.5,3.66,38541.66666666666,99673.04741603472,95266.58333,34759
46941,9511,4.5,3.65,54034.810126582284,178230.3038791802,163758.3333,8068
8228,4317,9.1,3.66,113262.42469879518,342039.6078773741,327161.5,6410
25208,5654,5.3,4.17,53188.319427890354,181792.4406745387,201082.8333,1301
50735,7975,4.6,3.65,42808.529945553535,162978.03214672636,171776.6667,33972
46008,4793,7.5,3.85,84274.58617332035,318510.38950425293,337750.8333,98671
18000,668,4.4,3.98,112469.92782678427,475024.7875188169,503014.4167,22030
44095,2426,3.2,3.85,124662.99019607846,516849.43422882236,555454.1667,80027
49758,4828,6.1,3.65,44955.89856670342,133707.21362406612,132655.5556,30125
49258,192,6.4,3.65,43163.824604141286,149794.14666311006,115855.4583,28314
52452,3682,5.2,3.65,88517.44186046511,290128.03851178795,290934.25,48042
35260,3852,3.9,3.85,85241.59663865546,338173.6355476465,371633.1667,1821
15150,9645,7.8,3.66,118428.8537549407,405908.54208820063,428403.75,87043
9271,7212,8.8,3.66,48690.29275808937,147439.05491139911,144870.8333,18512
17831,4557,6.0,3.98,67353.78715244487,245950.49727455582,251422.5,20653
33082,1373,5.6,4.17,94969.66019417476,252808.82458348403,233884.0417,77581
43360,2371,3.6,3.85,107127.83171521037,322951.6688664429,286372.8333,75087
37545,2450,3.9,3.85,144337.81190019194,469458.7995168988,463926.25,23059
35383,6125,6.1,3.85,78598.08102345416,326431.69144856225,356533.3333,2747
37806,9071,4.1,3.85,65970.35040431267,218122.09242854724,231968.3333,25430
46743,873,5.2,3.65,77517.01898960945,294791.03514799837,297271.2083,7083
53156,1054,3.4,3.65,53964.597478176525,151589.8610873665,145000.0,54703
38404,793,6.6,3.85,68597.56097560974,225643.27203340447,201796.125,29501
4037,5767,7.6,4.45,51681.447614850724,136354.7791286226,119904.1667,44017
15472,1641,9.1,3.66,154574.81971153847,630214.1690286027,654429.4167,92127
24144,7959,11.6,3.98,59227.362204724406,188773.79115828435,179900.0,89508
27252,3185,4.2,4.17,87133.43108504401,435581.5143464263,478752.0417,22042
49983,1117,4.1,3.65,52468.81496881497,137824.49031529948,132120.8333,30605
29175,9934,6.9,4.17,129166.66666666669,432547.26082387235,427856.4167,33946
50114,3483,5.3,3.65,49191.89852700491,173246.0581286501,181020.8333,31525
16276,6056,8.7,3.98,75427.8728606357,354172.0856183604,417412.5,2790
41940,293,2.2,3.85,56947.106170946725,180959.85012246584,168045.8333,58103
42303,671,6.2,3.85,58173.94442439553,192578.62346561762,203219.2917,60638
5689,3264,4.2,4.45,63321.2927756654,167862.91947585277,156369.8333,68123
11379,4214,5.0,3.66,60063.5593220339,166466.13948265562,146224.75,35007
2296,5757,13.4,4.45,52252.04309063894,198398.2914222086,216128.7083,28312
30133,2575,4.9,4.17,76354.51505016723,233274.0424597041,214049.7917,43214
21532,6177,4.7,3.98,47856.34743875278,170731.83139233393,161887.5,53714
31737,4809,6.8,4.17,61519.413629160066,187716.2447550204,182639.9167,60538
1263,8853,7.1,4.45,74706.23501199041,289703.111793139,294654.5833,16059
34791,10158,5.5,4.17,35702.61437908497,166632.90252654013,185500.0,96771
56876,2894,5.3,3.65,93850.56070209654,693888.5469471616,849953.5833,91789
41526,2885,3.2,3.85,113372.50712250713,406601.5686022562,414775.0,53562
38351,5766,5.7,3.85,53244.61722488039,150795.78779831785,112700.0,29204
47301,1541,3.9,3.65,107458.84773662552,484551.6238536469,486466.4167,11561
38599,620,5.1,3.85,62464.40195280716,206264.69781071556,191192.875,30144
7957,368,7.0,3.66,42263.16719688936,161704.60498515036,163279.1667,2301
33986,7392,8.7,4.17,83782.60869565218,346266.89486571786,362380.1667,89423
4225,7450,9.7,4.45,55117.23700887199,130224.43017796236,103108.3333,45415
28655,9508,7.8,4.17,54026.44230769231,241185.54670029323,251450.0,31331
17432,6818,6.5,3.98,60925.1968503937,222604.4218163687,244550.0,15203
37935,9373,6.7,3.85,48840.20618556701,162412.00464489948,162387.5,27505
26497,2454,6.8,4.17,43363.539445629,98751.38429004526,94154.16667,13502
43091,3652,4.6,3.85,86860.1462522852,243567.43899191346,193391.6667,72211
5095,3364,10.4,4.45,69514.78381307963,242500.73179818087,243837.5,60076
25349,5455,7.2,4.17,77880.9218950064,365753.4131538797,428645.8333,2649
10777,9857,9.0,3.66,53472.22222222222,157443.90837084025,162291.6667,30739
42181,6593,6.2,3.85,41960.02386634845,105011.64655766638,94841.66667,60436
179,9675,10.1,4.45,113412.99225849882,449489.1816990021,482041.6667,2874
55377,1402,5.3,3.65,36443.87447193723,203775.19167457023,174668.5,77090
22456,1287,5.2,3.98,61654.94862087615,164621.92733003365,136479.125,65109
15582,2673,9.1,3.66,51469.39328277356,240977.74043749092,296245.8333,93036
14247,561,5.9,3.66,68444.5701357466,177014.3517844446,173908.2917,75098
35012,4811,4.7,4.17,59818.54838709678,237384.49894382939,278056.6667,98178
6170,4133,7.6,4.45,122784.19276600232,372588.10406574944,317537.5,76109
11607,10175,6.9,3.66,77272.72727272728,311126.1019912021,311379.1667,37302
26534,9373,6.1,4.17,80507.91556728233,260483.69467333125,223625.375,14085
3332,4599,11.3,4.45,48523.92006459427,144636.87004985905,140230.0,34772
13415,8051,8.4,3.66,107253.08641975306,278435.8776622243,237733.3333,60554
45574,7476,6.0,3.85,50412.29385307347,180643.9280314813,230437.5,95673
21410,5679,4.5,3.98,68436.7881548975,180202.31892549398,158162.5,50125
27483,3157,6.4,4.17,34366.438356164384,127893.66095007694,143533.3333,23513
17876,7999,4.9,3.98,140425.92592592593,588663.6952092998,632320.75,20882
29636,1327,7.7,4.17,59240.56915949702,159480.828410785,149883.25,37604
29942,4880,8.9,4.17,51291.20879120879,143078.08589266846,131354.1667,40353
36026,6210,6.1,3.85,110350.49288061335,308698.0538345957,272766.6667,8085
12733,5039,10.8,3.66,61507.27069351231,227432.91125190846,238127.7778,49770
5814,3912,7.4,4.45,47687.841836277235,138753.1382148938,126231.625,72015
51153,8758,5.5,3.65,58753.50140056023,231337.87508930764,243225.0,36874
53804,7855,5.1,3.65,61350.085178875626,192631.0756365658,194028.2083,60548
12150,2191,6.8,3.66,48373.86018237082,102387.47873752074,79795.41667,44121
52125,7135,4.4,3.65,92055.48549810844,245654.9616857153,223816.6667,45233
22540,2090,4.3,3.98,59125.586854460096,172172.20089912994,160547.9167,66212
14153,5884,5.2,3.66,63578.91491985201,153248.5835842436,143845.4167,74021
46925,3143,4.5,3.65,120613.40941512125,346113.04923373985,295633.3333,8043
26179,8271,5.5,4.17,92224.2314647378,317111.65019174496,327895.75,10918
57563,5089,4.3,3.65,72937.67186067827,332233.12566554645,374451.25,97013
35217,7178,5.1,3.85,52839.0522875817,154114.51652737908,149979.1667,1331
37458,9447,5.4,3.85,57780.08298755188,227331.14991513715,246137.5,22520
44918,3003,6.6,3.85,106824.67161621928,634844.5109531312,701450.0,91001
46173,4112,4.0,3.65,77150.53763440861,340161.12867490685,370791.6667,1906
38777,4593,6.3,3.85,47202.59128386337,133216.8208315785,130215.625,30577
46034,2453,4.9,3.85,63038.99082568807,229090.22945246284,239821.2917,99163
20260,4988,8.8,3.98,40940.22415940224,119973.75832206024,120591.6667,37857
39758,6556,5.9,3.85,44097.22222222222,156424.68776477553,177312.5,36027
16005,2893,9.3,3.66,44745.532245532246,174364.3080677406,196995.7917,98499
6858,2858,8.6,4.45,53380.47236902199,133402.48022963348,104849.1667,85392
18016,3649,3.5,3.98,220636.36363636365,1309313.9272695947,1347028.333,22101
42928,5236,7.2,3.85,48748.35309617918,154746.9762146916,153225.0,70401
52570,4910,4.2,3.65,78244.99165275459,258401.4719007973,238612.4583,48346
28681,9677,7.5,4.17,36378.923766816144,120339.88934118052,123283.3333,31635
13846,2889,3.1,3.66,49738.42739378566,143660.93308229872,117500.0,67846
33005,2144,4.8,4.17,121025.73807721426,319257.34872313763,274483.1667,77356
855,6688,7.1,4.45,118401.58200602669,384359.7376187452,382662.5,10567
37004,8581,4.7,3.85,50048.828125,169431.53608933894,170404.1667,19021
26749,603,4.6,4.17,83775.39503386004,274636.94475384266,267378.4167,17601
22850,4948,4.8,3.98,44385.24590163935,124418.13181756312,110025.0,73008
49269,4404,4.7,3.65,47444.33198380566,149222.21392375047,145985.8333,28334
7478,981,12.1,4.45,77186.9036259542,256445.30533685788,240134.6667,95831
44884,1246,4.5,3.85,87909.14813260597,464426.55314737954,571956.25,90630
52257,3686,4.5,3.65,74013.15789473684,317916.32616377424,309351.5,46202
39077,8124,4.8,3.85,129914.77272727275,438645.7236552221,430537.5,32561
25112,4291,9.8,3.98,52244.23269809427,188379.39497870477,144333.3333,98626
57738,2486,3.9,3.65,48627.76025236593,228632.1907130779,255543.6667,98002
54828,8467,4.3,3.65,96121.65178571428,242081.68002014884,208550.9583,73078
5456,764,10.3,4.45,38306.66100174668,129576.88375650044,96024.16667,63116
18107,5916,4.8,3.98,96626.24378109453,295114.18777841266,291537.7083,22911
10019,7418,10.6,3.66,54786.75136116152,147599.52194373563,141436.0417,27249
14227,89,7.1,3.66,49652.21611129084,166515.9718592005,160041.6667,75067
40483,4527,4.4,3.85,56001.3876040703,144949.59426973984,141433.3333,43113
4609,9278,12.0,4.45,44614.36170212767,149846.38124197334,141404.1667,49643
39800,8842,6.4,3.85,59813.753581661884,173489.40148435943,168975.0,36345
55141,4791,6.1,3.65,50660.621761658025,157300.17117036815,153337.5,75662
49385,7899,5.4,3.65,44619.422572178475,193807.85086001334,210166.6667,28713
28780,2671,5.5,4.17,43197.40853658537,146909.2671261742,115079.1667,32301
40719,4123,4.5,3.85,46115.94867094409,125913.61727870374,105820.8333,45212
24318,1990,9.8,3.98,33089.717741935485,332676.7877160987,375616.5833,91732
31254,3328,3.8,4.17,79473.43149807939,245752.88376226055,228898.1667,55024
49226,426,4.7,3.65,61241.75824175825,256316.57866584635,267185.4167,28205
47092,8180,4.4,3.65,130856.91823899368,460589.44599858066,460170.625,8824
30432,7789,5.2,4.17,103885.76779026217,273187.88095064316,228470.625,46055
20632,3223,6.9,3.98,48632.2188449848,131955.54876603137,125227.25,43050
16802,7880,7.7,3.98,50161.14180478821,150785.64622266198,146008.3333,8010
50158,8248,4.9,3.65,100673.65269461078,300581.8397378917,243233.5833,31820
51999,1973,5.6,3.65,111490.11299435027,347947.59154865524,315695.8333,44145
13152,2089,2.8,3.66,93741.28312412833,266217.9311498782,250658.3333,58503
45231,885,4.5,3.85,89887.84370477569,571959.8462428988,688379.125,92708
14010,8251,6.4,3.66,49294.58239277652,132030.31958560337,131404.1667,72086
41916,821,2.7,3.85,62767.93525809274,196979.61402440318,194404.1667,57106
7292,215,10.3,4.45,84771.2838997597,318704.34517540195,284704.1667,92592
27427,774,5.0,4.17,92669.6096654275,337804.6139275068,337070.0,23185
3541,3208,8.4,4.45,44878.504672897194,139365.22446945088,139283.3333,37172
20527,2701,5.8,3.98,50338.07829181495,150243.20439004654,148004.1667,40511
32756,3856,4.5,4.17,69013.27838827838,193579.86088231826,189259.375,75189
39289,4335,5.1,3.85,98563.21839080461,357155.1129952224,371077.0,33328
50524,307,4.5,3.65,28807.89022298457,116856.61496346018,69252.04167,33313
47214,5509,3.9,3.65,107146.71953857246,493377.54326026933,572324.7083,11001
1451,9985,5.8,4.45,74400.88190184049,319485.26230145013,297218.0,19330
14892,3642,5.1,3.66,61497.77282850781,189252.61564790393,190716.6667,82601
37224,1514,5.2,3.85,48756.038647343,158515.48401866778,169525.0,20747
49383,6526,6.7,3.65,61361.78861788617,297436.476095662,333999.9583,28711
3984,324,7.8,4.45,47420.396515470115,124275.4370465317,118374.0,43068
38134,4404,7.3,3.85,45476.804123711336,147025.93622889413,149637.5,28334
4957,3935,6.8,4.45,60993.60765683946,143714.87892018716,134291.6667,55448
21195,3588,7.8,3.98,102528.90173410405,292065.8438546793,247790.8333,48309
49000,319,4.8,3.65,70131.31313131313,197765.46841760015,191475.0,27284
16546,8513,8.0,3.98,82904.04040404041,247013.04873077438,230762.5,6479
34931,637,8.4,4.17,69911.13744075829,280156.0870848052,275529.1667,97504
46181,9168,4.0,3.65,130823.86363636365,575089.7571459642,588541.7083,1949
48874,4521,5.3,3.65,89846.53024911034,338334.38241058803,281879.1667,24551
42082,2181,4.8,3.85,98320.08670520232,287389.45766042365,265549.9583,60103
27665,6237,5.3,4.17,91488.6515353805,293883.49629133823,288583.3333,26330
50792,5263,4.5,3.65,155310.07751937985,679884.149625492,807679.1667,34236
11157,8487,8.5,3.66,156161.97183098592,500234.95104860043,414037.5,33473
28609,619,8.7,4.17,71950.82322357019,190041.05802601558,152470.8333,30907
34952,8801,7.7,4.17,56669.32907348242,252639.08318905203,272258.0833,97760
11051,188,8.0,3.66,43599.16054564533,192879.55791727337,212729.125,33009
27838,2766,10.3,4.17,54652.93668954996,149290.87640308734,124694.5833,27804
13366,4730,9.8,3.66,42162.41737488197,73553.51676135628,51091.16667,60466
20233,9703,7.8,3.98,55598.4555984556,204809.0073885918,207925.0,37742
46410,7504,2.5,3.65,55954.25867507887,198590.70849446507,186197.9167,3878
11056,817,8.0,3.66,33221.02425876011,139118.11050829996,135860.0,33020
39197,626,5.8,3.85,34106.45257210824,148116.45590546282,152995.8333,33023
45190,215,6.7,3.85,96996.12403100776,436363.5755486389,447341.6667,92592
11693,2706,8.7,3.66,41300.154320987655,169430.1078714615,171704.1667,37876
38640,940,7.6,3.85,44304.7686496695,146042.01215289012,132212.5,30236
15309,2613,7.9,3.66,56780.77290076336,311112.6687393777,361607.875,90620
50117,5330,5.7,3.65,59932.90548424737,185207.61294036554,193774.5833,31558
56061,7465,5.2,3.65,85299.4555353902,291259.79087646044,290212.5,81506
35050,8838,6.1,4.17,71025.64102564103,242125.3410856138,241141.6667,98329
24721,2876,12.3,3.98,70083.33333333331,324048.1724661996,320437.5,95361
25413,2582,4.6,4.17,69792.25551158848,234979.65745690253,232504.1667,3038
35105,8670,7.0,4.17,65895.06172839506,255338.79984786213,300427.0833,98580
49432,10120,4.3,3.65,63851.351351351346,310787.5554598025,319454.1667,28773
33731,2860,5.8,4.17,109289.4239848914,372195.4175139528,394241.6667,85268
12350,7401,7.3,3.66,68027.34375,163502.80930357322,131475.0,46064
31355,3261,3.8,4.17,72409.83026874116,230260.99698675808,225845.8333,55426
25247,9649,4.7,4.17,208512.54480286734,1276113.9707711954,1287408.333,1773
51826,249,3.9,3.65,82725.9234828496,268388.16642775096,228970.8333,43026
30172,2365,7.2,4.17,42825.232308792,93686.02672531668,81233.33333,44004
49905,6948,5.7,3.65,60776.578073089695,177458.34590770185,182766.6667,30461
33044,3213,4.5,4.17,80880.59105431309,262221.210087164,266674.4,77493
54526,3361,7.0,3.65,52829.391891891886,167766.39615584988,175825.0,70364
52849,6906,3.4,3.65,65480.53527980535,254157.38924645432,247746.0417,50309
39238,1485,5.8,3.85,101241.4800389484,480116.75361334934,516491.6667,33134
35680,9762,5.0,3.85,116164.49511400652,342126.46335196873,300670.8333,6447
17557,2171,7.4,3.98,49908.312958435214,148220.24790321375,144865.6667,18018
30811,7060,6.3,4.17,70518.8679245283,206188.6387127438,194887.5,48855
4488,3970,9.5,4.45,65281.99032707599,164872.64446910305,113283.3333,48390
47711,1324,5.8,3.65,57379.75687103594,146075.6115248063,101520.8333,15068
52985,1929,5.0,3.65,48621.53579676674,141423.55672281125,127758.3333,53219
26621,2745,5.4,4.17,54450.51413881748,134891.64994819753,100350.0,15227
27080,9161,5.1,4.17,118122.14611872144,446545.3282072435,470866.25,20736
13992,3912,6.1,3.66,49136.771300448425,140068.4021504387,140458.2917,72015
52217,7789,3.2,3.65,109703.94736842104,314863.3424220188,266604.9583,46055
41702,9267,6.3,3.85,60541.310541310544,161109.16777398207,146828.5714,54963
23076,7330,6.4,3.98,52707.581227436815,160532.9005570774,143891.6667,75647
31164,4603,6.7,4.17,53835.78431372549,157856.25877477313,137675.0,54501
29558,2550,6.3,4.17,42879.622344610536,132593.3521390939,122604.1667,37110
28885,3605,5.8,4.17,76814.66470154753,237100.69150776605,219520.8333,32806
8515,8016,10.1,3.66,67665.09433962264,171988.45808510773,147404.1667,8051
15159,935,8.7,3.66,34830.641543292964,124126.25976081977,124504.1667,87105
16172,914,7.0,3.98,63384.78175383405,247483.85232679648,277536.4583,1844
44041,3704,3.7,3.85,73870.48192771085,234983.65667945065,199008.3333,79606
36991,6673,4.2,3.85,76496.57924743442,294659.9599461673,237133.3333,19001
19680,470,7.2,3.98,94574.40230832646,342149.686972216,346469.4167,33458
8151,9523,4.5,3.66,55599.36908517349,237435.0185348459,251629.1667,5443
17740,371,6.5,3.98,47572.986282096375,155309.84159275985,152312.5,19720
26808,5001,7.3,4.17,89777.93040293039,255705.15262320655,235266.6667,18411
10470,2048,8.4,3.66,109916.54829545453,374091.9735228735,330933.25,29466
35080,8365,7.0,4.17,63418.36734693878,228856.66200894606,231217.5,98446
10073,3726,6.1,3.66,115873.38262476894,372892.3436801234,380545.4167,27514
56945,1641,4.7,3.65,177679.04160084255,984620.6335044034,985640.6667,92127
50921,6105,5.5,3.65,55714.75625823452,158349.63020644904,148103.9583,35040
16956,6463,7.5,3.98,111242.69005847954,371897.092494429,369000.0,8840
51821,1589,3.6,3.65,137974.6835443038,427305.5405258028,425752.0417,43017
46817,6803,4.2,3.65,93304.09356725146,379094.12642350077,408762.25,7646
15323,5263,7.9,3.66,107003.21987120516,626505.8813168186,748712.5,90720
35653,1673,5.9,3.85,51131.91727221912,157535.74296956442,139233.25,6360
35569,10422,4.2,3.85,69979.5081967213,292276.4900645996,286662.5,5262
55903,4604,2.6,3.65,128286.81229773465,473797.72168930253,451408.2917,80130
57607,10556,4.9,3.65,68636.36363636362,323669.6991783981,359258.0833,97135
8001,6681,9.0,3.66,131665.62107904642,415426.24994375714,398675.0,2806
5812,8929,8.7,4.45,52927.1396754693,149290.18491960107,137666.6667,72007
38535,7878,5.4,3.85,62771.739130434784,213990.0418948963,208166.6667,30054
576,8788,11.0,4.45,79377.29114412503,354046.5294437538,367025.0,7512
4307,213,9.9,4.45,40005.80863868363,129130.48645797727,108237.5,46227
2763,1117,9.3,4.45,46370.967741935485,142340.61039997722,144608.3333,30605
48061,7356,4.9,3.65,54329.819277108436,133138.73544064577,117583.3333,19036
57578,6378,6.1,3.65,60523.648648648654,222380.09381045416,250058.3333,97051
24218,3249,9.8,3.98,53654.721274175194,302687.9620074659,379632.8333,90604
28891,1707,5.8,4.17,31419.068736141908,116243.26706285994,119075.0,32818
